#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-11-26T00:11:43 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bfb3a191f9bc	
#INFO	-out.max=9999	
#INFO	queryParameters=31	
#-oc.form=dec
#-out.max=9999
#-nav=cat:J/ApJ/801/3&tab:{J/ApJ/801/3/table1}&key:source=J/ApJ/801/3&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/801/3/table1
#-order=I
#-out=KOI
#-out=KIC
#-out=Teff
#-out=log(g)
#-out=Prot
#-out=e_Prot
#-out=Rvar
#-out=LPH
#-out=w
#-out=D
#-out=N
#-out=C
#-out=G
#-out=T
#-out=F
#-out=R
#-out=M1
#-out=M2
#-out=Simbad
#Simbad=Simbad
#-out=_RA
#-out=_DE
#
#
#RESOURCE=yCat_18010003
#Name: J/ApJ/801/3
#Title: Rotation periods for Q3-Q14 KOIs (Mazeh+, 2015)
#Table	J_ApJ_801_3_table1:
#Name: J/ApJ/801/3/table1
#Title: Stellar rotational periods for the KOIs
#Column	KOI	(I4)	[1/6249] Kepler Object of Interest identifier	[ucd=meta.id;meta.main]
#Column	KIC	(I8)	Kepler Input Catalog identifier (V/133)	[ucd=meta.id]
#Column	Teff	(I5)	[3089/10949]? KIC effective temperature (1) [NULL integer written as an empty string]	[ucd=phys.temperature.effective]
#Column	log(g)	(F6.3)	[0.03/6.1]? KIC log surface gravity (1)	[ucd=phys.gravity]
#Column	Prot	(F6.2)	[0.08/154]? Rotational period	[ucd=time.period]
#Column	e_Prot	(F5.2)	[0/73]? The 1{sigma} uncertainty in Prot	[ucd=stat.error]
#Column	Rvar	(I5)	[-9999/96819]? Amplitude of modulation (-9999 if no reliable amplitude) [NULL integer written as an empty string]	[ucd=src.var.amplitude]
#Column	LPH	(F9.6)	[0.01/1.8]? The Local Peak Height value of the autocorrelation function (ACF)	[ucd=stat.fit.param]
#Column	w	(F9.6)	[0/1]? Assigned weight (the w value); see text	[ucd=stat.weight]
#Column	D	(I1)	[0/1] "1" if Dressing & Charbonneau 2013 (J/ApJ/767/95) parameters used (1)	[ucd=meta.code]
#Column	N	(I1)	[0/1] "1" if KIC values missing, so NASA Exoplanet Archive (NEA) parameters used (1)	[ucd=meta.code]
#Column	C	(I1)	[0/1] "1" if Centroid motion shows transit and rotational modulation on different stars	[ucd=meta.code]
#Column	G	(I1)	[0/1] "1" if star is likely a giant	[ucd=meta.code]
#Column	T	(I1)	[0/1] "1" if T_eff_ outside 3500-6500K	[ucd=meta.code]
#Column	F	(I1)	[0/1] "1" if false positive (EB) identified in this work	[ucd=meta.code]
#Column	R	(I1)	[0/1] "1" if rejected by visual examination stage	[ucd=meta.code]
#Column	M1	(I1)	[0/1] "1" if inconsistent detection in different quarters	[ucd=meta.code]
#Column	M2	(I1)	[0/1] "1" if inconsistent detection with not high enough peaks	[ucd=meta.code]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Position from KIC catalog (V/133) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Position from KIC catalog (V/133) (declination part)	[ucd=pos.eq.dec;meta.main]
KOI|KIC|Teff|log(g)|Prot|e_Prot|Rvar|LPH|w|D|N|C|G|T|F|R|M1|M2|Simbad|_RA|_DE
2608| 6269070| 6030| 4.376| 20.18| 0.22| 1320| 0.454413| 0.272432|0|1|0|0|0|0|0|0|0|Simbad|285.71350|+41.60588
2610| 2305866| 6210| 4.353|  1.27| 0.00|  549| 0.372184| 0.246329|0|1|0|0|0|0|0|0|1|Simbad|292.09332|+37.61348
2612| 9602613| 5290| 4.432| 37.12| 1.39|  319| 0.447477| 0.239168|0|0|0|0|0|0|0|0|1|Simbad|297.14883|+46.29695
2613| 9712350| 5205| 4.701| 19.39| 0.35|12806| 1.109372| 0.626826|0|0|0|0|0|0|0|0|0|Simbad|292.70343|+46.41587
2615| 8025596| 5730| 4.643| 18.98| 0.42| 2145| 0.026239| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.68524|+43.85964
2617| 4915638| 5113| 4.647| 35.94| 2.03| 3197| 0.245759| 0.128462|0|0|0|0|0|0|0|0|1|Simbad|289.37704|+40.00116
2619| 8081905| 5574| 4.577| 22.37| 4.61| 2431| 0.072243| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|284.90573|+43.94916
2620|11465950| 5462| 4.947| 32.53| 2.40| 2701| 0.046310| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.75339|+49.37811
2623|10916600| 6288| 4.377| 12.28| 0.10|  824| 0.381357| 0.247317|0|0|0|0|0|0|0|0|1|Simbad|290.02591|+48.33595
2624| 8429314| 5779| 4.601|  1.17| 0.01| 1513| 0.110994| 0.019461|0|0|0|0|0|0|0|0|1|Simbad|291.26810|+44.48819
2625| 9153570| 5376| 4.778| 16.51| 0.06|20099| 1.384648| 0.677981|0|0|0|0|0|0|0|0|0|Simbad|291.39786|+45.58856
2626|11768142| 3508| 4.883| 33.53| 0.55| 3770| 0.451696| 0.299519|1|0|0|0|0|0|0|0|0|Simbad|294.36609|+49.91506
2627| 6124512| 5274| 4.324| 41.84| 2.02| 1047| 0.055957| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.12521|+41.40781
2628|10070468| 5947| 4.398| 74.10| 0.27| 1034| 0.398673| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|289.95651|+47.02039
2631| 7584650| 5864| 4.296| 78.48| 3.87|  716| 0.123400| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|282.23969|+43.24405
2632|11337566| 6206| 4.184| 10.98| 0.21|  371| 0.554773| 0.378670|0|0|0|0|0|0|0|0|0|Simbad|284.42273|+49.10622
2634| 1995519| 5428| 4.969| 17.32| 7.71| 3673| 0.035843| 0.040926|0|0|0|0|0|0|0|0|1|Simbad|286.15015|+37.41137
2635| 4914566| 5974| 4.225| 12.59| 0.52|  437| 0.156241| 0.113319|0|0|0|0|0|0|0|0|1|Simbad|289.03302|+40.08689
2636| 6198182| 5900| 4.425| 16.09| 0.34| 2236| 0.519069| 0.375305|0|1|0|0|0|0|0|0|0|Simbad|289.68671|+41.58893
2637| 9574179| 5789| 4.499| 82.18| 7.72| 1236| 0.132634| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|284.72894|+46.20648
2638| 6211812| 5276| 4.483| 67.11| 4.36| 1825| 0.210290| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.94116|+41.59050
2640| 9088780| 4860| 3.355|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|291.80984|+45.43548
2641| 8894646| 5616| 4.345| 70.36| 5.34|  687| 0.132582| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|294.99585|+45.11958
2647|11962284| 5141| 4.488| 62.10|20.65| 1849| 0.288880| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.98923|+50.30806
2649| 6842682| 5601| 4.673|  8.46| 0.42| 1181| 0.086507| 0.026887|0|0|0|0|0|0|0|0|1|Simbad|284.28714|+42.35561
2650| 8890150| 3735| 4.862| 19.94| 0.04| 8444| 1.064380| 0.605729|1|0|0|0|0|0|0|0|0|Simbad|293.51108|+45.13659
2652| 4346178| 5326| 4.386| 33.06| 0.05|34182| 1.297948| 0.598535|0|0|0|0|0|0|0|0|0|Simbad|285.27643|+39.44691
2654| 9664142| 5584| 4.641| 64.26| 4.75| 3191| 0.184966| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.33945|+46.34725
2655|10018233| 5569| 4.910| 54.08| 2.42| 1546| 0.098024| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|294.47833|+46.94586
2656| 8636539| 6166| 4.554| 39.60| 2.16| 1197| 0.064970| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.00543|+44.71851
2657| 9283156| 5340| 4.905| 82.24|16.30|  658| 0.363702| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.76175|+45.72724
2658| 8547429| 5805| 4.637| 59.15|11.28|  912| 0.150008| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|286.22464|+44.65447
2660| 9893318| 5984| 4.412| 30.44| 2.54| 1892| 0.076110| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.86984|+46.74186
2662| 3426367| 3410| 4.906|      |     |     |         |         |1|0|0|0|1|0|0|0|0|Simbad|285.92889|+38.52098
2664| 5562090| 5031| 4.527| 29.01| 4.94| 2977| 0.115804| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|298.73523|+40.76416
2666| 5342061| 5483| 4.548| 28.72| 1.18| 2343| 0.095829| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|284.11978|+40.52428
2668| 5513012| 5375| 4.661| 22.02| 2.21| 4301| 0.350610| 0.234018|0|0|0|0|0|0|0|0|1|Simbad|283.92004|+40.74013
2672|11253827| 5384| 4.323| 13.23| 0.03|20683| 1.335986| 0.700692|0|0|0|0|0|0|0|0|0|Simbad|296.13281|+48.97740
2674| 8022489| 5687| 4.260| 62.71| 8.29|  694| 0.152582| 0.002507|0|0|0|0|0|0|0|0|1|Simbad|289.65125|+43.82442
2675| 5794570| 5479| 4.918|  6.01| 0.00|21169| 1.488874| 0.774719|0|0|0|0|0|0|0|0|0|Simbad|292.97125|+41.03577
2677| 9958387| 6159| 4.355| 90.06| 2.88|  541| 0.251741| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|294.75769|+46.83112
2678| 6779260| 5162| 4.110|  6.18| 0.00|23046| 1.458937| 0.740560|0|0|0|0|0|0|0|0|0|Simbad|292.38855|+42.23326
2679| 6716021| 6195| 4.398|  2.18| 0.00| 9405| 1.350933| 0.724846|0|0|0|0|0|0|0|0|0|Simbad|297.84125|+42.11825
2680| 8326342| 5273| 4.736|  4.90| 0.00|38783| 1.510918| 0.764085|0|0|0|0|0|0|0|0|0|Simbad|299.79150|+44.28123
2681| 6878240| 5144| 4.879| 34.15| 2.65| 2500| 0.106468| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|295.89410|+42.38045
2682| 2436378| 5780| 4.440|  4.12| 1.85|44742| 0.033687| 0.000000|0|1|0|0|0|0|0|1|0|Simbad|290.14175|+37.74137
2683| 7899070| 5428| 4.997| 20.04| 4.00| 1989| 0.146680| 0.060823|0|0|0|0|0|0|0|0|1|Simbad|294.53934|+43.60778
2686| 7826659| 4665| 4.102| 22.15| 0.08| 3589| 0.889412| 0.547733|0|0|0|0|0|0|0|0|0|Simbad|293.29837|+43.55587
2687| 7202957| 5618| 3.914| 14.38| 0.04| 6105| 0.789091| 0.519886|0|0|0|0|0|0|0|0|0|Simbad|292.61511|+42.76425
2688| 8892303| 3240| 4.897|      |     |     |         |         |0|1|0|0|1|0|0|0|0|Simbad|294.23764|+45.19710
2690| 5369827| 5367| 4.327| 12.28| 0.01|27916| 1.363780| 0.712429|0|0|0|0|0|0|0|0|0|Simbad|293.93347|+40.59074
2691| 4552729| 4620| 4.390| 22.30| 0.02|18933| 1.114055| 0.638010|0|0|0|0|0|0|0|0|0|Simbad|289.10992|+39.68539
2693| 5185897| 4346| 4.811| 30.23| 0.28| 7789| 0.978794| 0.548329|0|0|0|0|0|0|0|0|0|Simbad|291.46866|+40.34385
2694| 9475552| 4659| 4.305| 37.78| 5.20| 6718| 0.524275| 0.317008|0|0|0|0|0|0|0|0|0|Simbad|295.82144|+46.05303
2696|11071200| 6792| 4.154|      |     |     |         |         |0|0|0|0|1|0|0|0|0|Simbad|284.41592|+48.65802
2698| 5128673| 5585| 4.689| 55.29| 9.57| 1695| 0.499116| 0.215398|0|0|0|0|0|0|0|0|1|Simbad|298.83588|+40.29314
2699| 6690836| 5048| 4.638| 21.39| 0.19|13104| 0.994828| 0.603980|0|0|0|0|0|0|0|0|0|Simbad|291.61188|+42.11597
2700| 8639908| 4243| 4.720| 10.99| 0.00|16904| 1.073341| 0.578020|0|0|0|0|0|0|0|0|0|Simbad|297.00354|+44.77509
2703| 5871985| 4308| 4.538| 27.15| 0.08| 7944| 0.861410| 0.555941|0|0|0|0|0|0|0|0|0|Simbad|290.37631|+41.15074
2704| 9730163| 3240| 4.897|      |     |     |         |         |0|1|0|0|1|0|0|0|0|Simbad|298.73611|+46.49863
2705|11453592| 3240| 4.897|      |     |     |         |         |0|1|0|0|1|0|0|0|0|Simbad|290.95615|+49.36640
2706| 9697131| 6214| 4.152|  6.24| 0.07| 2028| 0.574779| 0.424671|0|0|0|0|0|0|0|0|0|Simbad|285.07767|+46.41960
2707| 5480640| 5326| 4.624| 23.27| 3.69| 1800| 0.267230| 0.163459|0|0|0|0|0|0|0|0|1|Simbad|299.50174|+40.67080
2708| 5175986| 4638| 4.626| 10.56| 0.00|13906| 1.292324| 0.671777|0|0|0|0|0|0|0|0|0|Simbad|288.43359|+40.38088
2711| 5272233| 5839| 4.355| 13.13| 0.51| 4635| 0.858095| 0.566033|0|0|0|0|0|0|0|0|0|Simbad|290.94449|+40.48004
2712|11098013| 6254| 4.275| 72.99| 2.27| 1787| 0.304187| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.74728|+48.69431
2714|12206313| 6116| 4.184| 73.24| 4.80|  607| 0.234004| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.08276|+50.86348
2715| 9837661| 4210| 4.653| 41.64| 0.61|13419| 0.620655| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|294.52859|+46.64097
2716| 9092504| 5378| 4.694| 28.66| 3.45| 2702| 0.228739| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.20453|+45.43540
2717| 9467404| 6169| 4.244| 60.80| 9.25|  333| 0.331880| 0.083600|0|0|0|0|0|0|0|0|1|Simbad|292.87228|+46.09888
2719| 5184911| 4639| 4.378| 12.63| 0.01|16556| 1.482858| 0.740065|0|0|0|0|0|0|0|0|0|Simbad|291.18497|+40.31121
2720| 8176564| 5862| 4.407|  0.30| 0.00|  181| 0.279208| 0.148556|0|0|0|0|0|0|0|0|1|Simbad|295.43967|+44.03916
2721| 6587105| 5491| 4.601| 62.46|41.25| 1504| 0.105215| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|285.01721|+42.08538
2722| 7673192| 6301| 4.332|  9.01| 0.21| 1208| 0.444167| 0.320781|0|0|0|0|0|0|0|0|0|Simbad|288.37024|+43.35461
2723| 3346154| 5513| 4.490| 27.56| 0.57| 1284| 0.035435| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.42749|+38.47291
2728| 4178606| 6650| 4.330|      |     |     |         |         |0|0|0|0|1|0|0|0|0|Simbad|296.22214|+39.26896
2729|12008872| 5862| 4.341| 75.09|19.04|  887| 0.341236| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|289.06485|+50.46097
2730| 8415200| 5657| 4.506| 21.78| 2.33|  566| 0.061873| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|284.67538|+44.41777
2732| 9886361| 6073| 4.497| 21.18| 5.30|  450| 0.165962| 0.049580|0|0|0|0|0|0|0|0|1|Simbad|289.92145|+46.74456
2733| 5953297| 4692| 4.112| 12.38| 0.02| 7442| 1.061636| 0.574767|0|0|0|0|0|0|0|0|0|Simbad|289.55301|+41.29785
2734| 7659389| 5029| 4.506| 10.76| 0.00|18355| 1.327994| 0.707449|0|0|0|0|0|0|0|0|0|Simbad|281.04916|+43.32260
2735| 9472074| 4992| 4.744| 28.38| 0.07| 7883| 0.829913| 0.495371|0|0|0|0|0|0|0|0|0|Simbad|294.59656|+46.04830
2736|10842192| 4337| 4.610| 23.91| 0.07|20425| 1.092026| 0.621091|0|0|0|0|0|0|0|0|0|Simbad|281.64774|+48.27105
2739| 4831728| 5511| 4.503| 65.43| 4.05| 1397| 0.231950| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.57672|+39.95689
2742| 5980208| 4110| 4.546| 15.69| 0.06| 6595| 1.058428| 0.594706|0|0|0|0|0|0|0|0|0|Simbad|297.07379|+41.22448
2743| 8095441| 5405| 4.564| 23.95| 0.36| 2210| 0.399843| 0.297669|0|0|0|0|0|0|0|0|0|Simbad|291.02859|+43.91367
2744| 5881813| 5403| 4.840| 64.49| 3.51| 1673| 0.191319| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.52756|+41.11144
2745|12456601| 5623| 4.569| 49.30|13.72| 1989| 0.156312| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|289.31149|+51.32086
2747| 6586746| 4855| 4.511| 23.43| 0.02|13514| 1.232011| 0.631490|0|0|0|0|0|0|0|0|0|Simbad|284.83841|+42.07043
2748| 9962455| 5504| 4.612| 50.22| 6.40|  727| 0.106216| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.27771|+46.89986
2750| 3663173| 6116| 4.738| 10.89| 1.01| 3426| 0.089285| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|295.66913|+38.79584
2751| 9881077| 4406| 4.605| 22.35| 0.02|15223| 1.123652| 0.637933|0|0|0|0|0|0|0|0|0|Simbad|287.00909|+46.79610
2753| 6265792| 5743| 4.365| 61.52|24.93|  581| 0.149656| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|284.04233|+41.69914
2754|10905911| 5516| 4.475| 22.58| 0.62|  606| 0.450953| 0.344993|0|1|0|0|0|0|0|0|0|Simbad|283.74582|+48.37343
2755| 3545135| 5693| 4.458| 75.15| 8.54|  607| 0.310789| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.57422|+38.65595
2756| 6964929| 5701| 4.670| 19.08| 0.18| 1366| 0.150048| 0.099878|0|0|0|0|0|0|0|0|1|Simbad|296.23282|+42.47279
2757| 6432345| 5542| 4.418| 23.52| 0.10| 4061| 0.624235| 0.410089|0|0|0|0|0|0|0|0|0|Simbad|288.15671|+41.87797
2759|11076400| 4813| 4.395| 36.53| 8.76| 1497| 0.198470| 0.130980|0|0|0|0|0|0|0|0|1|Simbad|287.72565|+48.65138
2760| 7877978| 4358| 4.637| 40.35| 4.99| 3493| 0.421337| 0.263793|0|0|0|0|0|0|0|0|0|Simbad|286.37180|+43.69192
2762| 8210018| 4337| 4.741| 45.65| 3.03| 6167| 0.317384| 0.157877|0|0|0|0|0|0|0|0|1|Simbad|280.51175|+44.15935
2763| 3834322| 4627| 4.631| 27.03| 0.39| 5180| 0.358681| 0.206690|0|0|0|0|0|0|0|0|1|Simbad|286.04990|+38.96020
2764|10073672| 3937| 4.731| 27.65| 0.03|11639| 0.974809| 0.586163|1|0|0|0|0|0|0|0|0|Simbad|291.23148|+47.03393
2768| 9008737| 5406| 4.717| 22.93| 0.99| 6656| 0.918205| 0.538075|0|0|0|0|0|0|0|0|0|Simbad|286.39862|+45.34353
2770|10917043| 4352| 4.643| 57.86|13.67| 3668| 0.223691| 0.023915|0|0|0|0|0|0|0|0|1|Simbad|290.25385|+48.36082
2775| 6346809| 5445| 4.439| 28.32| 3.35| 1687| 0.140610| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|285.09872|+41.77592
2778| 7769819| 5214| 4.447| 25.39| 3.31| 7451| 0.599559| 0.431755|0|0|0|0|0|0|0|0|0|Simbad|297.02008|+43.43255
2779|11874577| 5931| 4.671| 68.56| 2.25| 1594| 0.165464| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.77283|+50.18842
2780|12164564| 5995| 4.594| 42.23| 2.41| 2979| 0.087279| 0.006338|0|0|0|0|0|0|0|0|1|Simbad|294.29453|+50.72537
2785|10001368| 5986| 4.376| 11.37| 0.14|  763| 0.239015| 0.178438|0|0|0|0|0|0|0|0|1|Simbad|287.08630|+46.94581
2786| 9466429| 6535| 4.227|      |     |     |         |         |0|0|0|0|1|0|0|0|0|Simbad|292.47797|+46.02283
2789| 8885643| 5956| 4.533| 21.29| 1.95| 1569| 0.269885| 0.152675|0|0|0|0|0|0|0|0|1|Simbad|291.84131|+45.17918
2790| 5652893| 4945| 4.622| 47.67| 4.43|  771| 0.189949| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|299.65961|+40.84385
2791|11662184| 5768| 4.910| 50.91|19.87| 1036| 0.148072| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.08746|+49.78876
2792|11127479| 5740| 4.436| 16.59| 1.86|  402| 0.246057| 0.170508|0|0|0|0|0|0|0|0|1|Simbad|286.33835|+48.74410
2793| 9823519| 3700| 4.812| 19.30| 0.18|14926| 1.397621| 0.726284|1|0|0|0|0|0|0|0|0|Simbad|288.25058|+46.67961
2795| 5041569| 6026| 4.492| 15.74| 0.16| 2248| 0.028386| 0.105561|0|0|0|0|0|0|0|0|1|Simbad|298.85361|+40.13109
2796|11246161| 5864| 4.627| 17.96| 0.26| 1034| 0.029122| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.87418|+48.93657
2797|10604521| 5876| 4.606| 12.44| 0.05| 2083| 0.023580| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.68356|+47.83314
2798| 6697756| 4225| 4.299| 61.64|21.83| 2162| 0.303174| 0.075932|0|0|0|0|0|0|0|0|1|Simbad|293.60873|+42.19768
2801| 5905822| 5830| 3.892| 47.58| 2.31|  232| 0.421258| 0.172706|0|0|0|0|0|0|0|0|1|Simbad|299.16049|+41.14373
2802| 5775129| 6084| 4.425| 20.76| 0.97| 1182| 0.031276| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|286.25443|+41.02187
2803| 9898447| 5421| 4.591| 16.84| 0.15| 1114| 0.577389| 0.375097|0|0|0|0|0|0|0|0|0|Simbad|294.86688|+46.79056
2805|11135308| 6080| 4.332| 33.47|19.16|  416| 0.068341| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.69373|+48.70148
2806| 7047824| 4672| 4.360| 21.71| 0.06|20119| 1.387646| 0.666130|0|0|0|0|0|0|0|0|0|Simbad|295.73535|+42.57625
2807| 2985587| 6023| 4.278| 74.63| 0.72| 1217| 0.288694| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.48007|+38.13669
2812| 2442448| 5931| 4.418| 56.78| 9.42| 1170| 0.190983| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.24518|+37.75906
2813|11197853| 4981| 4.237|  0.24| 0.01|  852| 0.184213| 0.053478|0|0|0|0|0|0|0|0|1|Simbad|295.34222|+48.85615
2816|11283615| 5293| 4.786| 20.05| 0.27|10049| 1.047760| 0.604113|0|0|0|0|0|0|0|0|0|Simbad|283.74142|+49.06798
2817| 7605093| 5034| 4.722|  3.88| 0.08| 2061| 0.035692| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.99536|+43.24394
2820|11963206| 5619| 4.746| 27.78| 0.74| 2125| 0.230123| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.54810|+50.35331
2821| 4249611| 5426| 4.467| 31.12| 1.10|13057| 0.558140| 0.330886|0|0|0|0|0|0|0|0|0|Simbad|287.84833|+39.35843
2822| 8263545| 5673| 4.682| 23.62| 5.27| 2491| 0.082608| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|300.73239|+44.10706
2827| 7428736| 5133| 4.348| 15.61| 0.04|16383| 1.277480| 0.686302|0|0|0|0|0|0|0|0|0|Simbad|286.17053|+43.00891
2828| 6436029| 4652| 4.350| 25.03| 0.05|16007| 1.279218| 0.634103|0|0|0|0|0|0|0|0|0|Simbad|289.53882|+41.89282
2829| 6197215| 5925| 4.274| 24.06| 0.21|  471| 0.354303| 0.198245|0|0|0|0|0|0|0|0|1|Simbad|289.36441|+41.53323
2830| 9244508| 6024| 4.677| 16.75| 3.06|  924| 0.033954| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|300.34406|+45.62322
2832| 9995402| 5026| 4.328| 37.20| 1.33| 1745| 0.843763| 0.443505|0|0|0|0|0|0|0|0|0|Simbad|283.56531|+46.90425
2833| 9109857| 5792| 3.975|  0.28| 0.00|  435| 0.231711| 0.108718|0|0|0|0|0|0|0|0|1|Simbad|298.21527|+45.40689
2834| 5609593| 4683| 4.530| 38.08| 1.14| 2777| 0.168538| 0.122406|0|0|0|0|0|0|0|0|1|Simbad|288.53854|+40.87711
2835| 5436338| 4323| 4.614| 23.45| 0.05|18290| 1.491256| 0.672468|0|0|0|0|0|0|0|0|0|Simbad|287.82639|+40.69660
2836|11414465| 4716| 4.270| 18.09| 0.03|16695| 1.255317| 0.688077|0|0|0|0|0|0|0|0|0|Simbad|296.99655|+49.25642
2837|11565924| 6795| 4.263|      |     |     |         |         |0|0|0|0|1|0|0|0|0|Simbad|295.15219|+49.58760
2838| 6607357| 5592| 4.514| 74.86| 3.12|  886| 0.482480| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.19971|+42.04609
2839| 6186964| 3923| 4.710| 17.83| 0.11| 8370| 1.002091| 0.569616|1|0|0|0|0|0|0|0|0|Simbad|285.06491|+41.55487
2840| 6467363| 5468| 4.472| 50.98| 1.09|  825| 0.225181| 0.021025|0|0|0|0|0|0|0|0|1|Simbad|298.35361|+41.82007
2842| 8733898| 3485| 4.798|      |     |     |         |         |1|0|0|0|1|0|0|0|0|Simbad|282.25021|+44.92111
2845|10591855| 3956| 4.714| 29.20| 0.55| 5772| 0.824538| 0.536571|1|0|0|0|0|0|0|0|0|Simbad|288.41653|+47.87873
2848| 7749773| 5616| 3.974| 22.67| 0.36| 1076| 0.519461| 0.358162|0|0|0|0|0|0|0|0|0|Simbad|290.66412|+43.49984
2849|10064256| 5234| 4.571| 33.14| 0.71| 7112| 1.076331| 0.535184|0|0|0|0|0|0|0|0|0|Simbad|286.92429|+47.05374
2851| 6697605| 5285| 4.479| 11.24| 0.03|10027| 1.109759| 0.620031|0|0|0|0|0|0|0|0|0|Simbad|293.56635|+42.13258
2852| 6294819| 5718| 4.545| 16.89| 0.16| 2272| 0.022017| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|294.76697|+41.64468
2853|12602314| 5010| 4.518| 44.99| 2.38| 1608| 0.125121| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.43323|+51.62604
2855| 4547603| 5264| 4.603| 38.12| 3.86| 1277| 0.105718| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|287.19247|+39.62615
2856| 5688910| 5786| 4.381| 45.85|10.11| 2096| 0.689527| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|285.79724|+40.93618
2857| 6345732| 6020| 4.312|  7.91| 0.36|  698| 0.160550| 0.091286|0|0|0|0|0|0|0|0|1|Simbad|284.56567|+41.77848
2859|10397751| 5204| 4.477| 25.78| 1.63| 1312| 0.035277| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|288.83136|+47.55199
2860| 6606438| 5963| 4.656| 14.97| 0.11| 5260| 0.781318| 0.492343|0|0|0|0|0|0|0|0|0|Simbad|291.92255|+42.00256
2862| 6679295| 3757| 4.763| 17.78| 0.00|15740| 1.455510| 0.730552|1|0|0|0|0|0|0|0|0|Simbad|287.94861|+42.15614
2865| 8681833| 5680| 4.584| 63.16|42.92| 2782| 0.114245| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|288.88663|+44.83955
2866| 4138951| 6156| 4.596| 78.47| 3.79| 1256| 0.240114| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|285.75204|+39.24921
2867| 9899181| 4636| 4.526| 37.88| 0.08|  432| 0.433263| 0.270668|0|1|0|0|0|0|1|0|0|Simbad|295.15051|+46.77230
2868| 8884274| 5392| 4.882| 11.72| 0.03|14676| 1.165805| 0.664788|0|0|0|0|0|0|0|0|0|Simbad|291.34998|+45.17227
