#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-03-17T07:16:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ6232e02624ff1c	
#INFO	-out.max=999999	
#INFO	queryParameters=36	
#-oc.form=dec
#-out.max=999999
#-out.all=2
#-nav=cat:J/ApJ/743/48&tab:{J/ApJ/743/48/catalog}&key:source=J/ApJ/743/48/catalog&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/743/48/catalog
#-order=I
#-out=Name
#-out=HD
#-out=HIP
#-out=GJ
#-out=GCVS
#-out=2MASS
#-out=RAJ2000
#-out=DEJ2000
#-out=Cluster
#-out=Dist
#-out.all=2
#-out=Vmag
#-out=V-K
#-out=SpT
#-out=r_SpT
#-out=logLx
#-out=r_logLx
#-out=Prot
#-out=r_Prot
#-out=M*
#-out=R*
#-out=L*
#-out=Teff
#-out=dcz
#-out=Lx/bol
#-out.all=2
#
#
#RESOURCE=yCat_17430048
#Name: J/ApJ/743/48
#Title: Stars with rotation periods and X-ray luminosities (Wright+, 2011)
#Table	J_ApJ_743_48_catalog:
#Name: J/ApJ/743/48/catalog
#Title: Activity-rotation properties for 824 stars -- updated version by the author
#Column	Name	(a23)	Default source name (1)	[ucd=meta.id;meta.main]
#Column	HD	(I6)	? Henry Draper catalog number (Cat. III/135) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	HIP	(I6)	? Hipparcos catalog number (Cat. I/239) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	GJ	(a7)	Catalog of nearby stars source name (Cat. V/70)	[ucd=meta.id]
#Column	GCVS	(A9)	? General Catalog of Variable Stars source name (Cat. B/gcvs)	[ucd=meta.id]
#Column	2MASS	(A16)	2MASS source name (HHMMSSss+DDMMSSs; J2000 - Cat. II/246)	[ucd=meta.id]
#Column	RAJ2000	(A11)	? Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	? Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Cluster	(A8)	? Name of open cluster that star is part of (or 'Field')	[ucd=meta.id]
#Column	Dist	(F5.1)	? Distance to star (2)	[ucd=pos.distance;pos.heliocentric]
#Column	Vmag	(F5.2)	? Observed V magnitude of star	[ucd=phot.mag;em.opt.V]
#Column	V-K	(F5.2)	Dereddened V-K colour of star (3)	[ucd=phot.color;em.opt.V;em.IR.K]
#Column	SpT	(a5)	? Spectral type of star	[ucd=src.spType]
#Column	r_SpT	(A3)	? Reference for spectral type, in refs.dat file	[ucd=meta.ref;pos.frame]
#Column	logLx	(F5.2)	Logarithm of the intrinsic X-ray luminosity of the star	[ucd=phys.luminosity;em.X-ray]
#Column	r_logLx	(A3)	Reference for X-ray luminosity in refs.dat file	[ucd=meta.ref;pos.frame]
#Column	Prot	(F5.2)	Rotation period of the star	[ucd=time.period]
#Column	r_Prot	(A4)	Reference for rotation period, in refs.dat file	[ucd=meta.ref;pos.frame]
#Column	M*	(F5.2)	Mass of the star (4)	[ucd=phys.mass]
#Column	R*	(F5.2)	Radius of the star (4)	[ucd=phys.size.radius]
#Column	L*	(F5.2)	Bolometric luminosity of the star (4)	[ucd=phys.luminosity]
#Column	Teff	(I4)	Effective temperature of the star (4)	[ucd=phys.temperature.effective]
#Column	dcz	(F5.2)	Height of the radiative-convective boundary (as a function of the stellar radius) (4)	[ucd=pos.cartesian.z]
#Column	Lx/bol	(F5.2)	Logarithm of the X-ray to bolometric luminosity	[ucd=phys.luminosity;arith.ratio]
Name|HD|HIP|GJ|GCVS|2MASS|RAJ2000|DEJ2000|Cluster|Dist|Vmag|V-K|SpT|r_SpT|logLx|r_logLx|Prot|r_Prot|M*|R*|L*|Teff|dcz|Lx/bol
DE_CVn                 |      |      |       |DE CVn   |                |13 26 53.26|+45 32 46.7|Field   | 18.0|12.80| 4.24|     |   |28.68|V99| 0.36|H11 | 0.24| 0.24| 0.01|3418| 0.00|-2.86
                       |      |      |       |         |                |13 27 12.11|+45 58 26.6|Field   | 50.0|11.13| 3.09|     |   |29.62|V99| 2.17|H11 | 0.72| 0.63| 0.15|4308| 0.65|-3.15
G 165-08               |      |      |       |DG CVn   |13314666+2916368|13 31 46.62|+29 16 36.7|Field   |  7.9|11.45| 4.73|     |   |28.31|P03| 0.28|P03 | 0.24| 0.24| 0.01|3407| 0.00|-3.22
                       |      |      |       |         |                |13 33 32.92|+36 41 44.9|Field   | 45.0|13.95| 3.98|     |   |28.30|V99|15.36|H11 | 0.33| 0.30| 0.02|3566| 0.00|-3.51
HD 118100              |      |      |       |         |13344322-0820311|13 34 43.21|-08 20 31.3|Field   | 20.0| 9.24| 2.73|K4   |H99|29.20|P03| 3.96|P03 | 0.66| 0.57| 0.11|4123| 0.65|-3.42
HD 120136              |120136| 67275|       |         |13471581+1727249|13 47 15.74|+17 27 24.9|Field   | 16.0| 4.50| 1.24|F7   |B95|28.95|V99| 3.20|H00 | 1.36| 1.42| 3.52|6458| 0.93|-5.12
                       |      |      |       |         |                |13 55 00.18|+35 24 28.6|Field   | 18.0|14.65| 4.93|     |   |27.72|V99| 0.48|H11 | 0.14| 0.16| 0.00|3124| 0.00|-3.33
GJ 551                 |      |      |551    |V0645 Cen|14294291-6240465|14 29 42.95|-62 40 46.1|Field   |  1.3|11.05| 6.81|     |   |27.04|P03|42.00|P03 | 0.12| 0.14| 0.00|2979| 0.00|-3.81
HD 128311              |128311|      |       |HN Boo   |14360055+0944474|14 36 00.56|+09 44 47.5|Field   | 17.0| 7.48| 1.95|K0   |C18|28.52|V99|11.54|S00 | 0.83| 0.75| 0.29|4750| 0.68|-4.44
HD 129333              |129333|      |       |EK Dra   |14390026+6417299|14 39 00.21|+64 17 30.0|Field   | 34.0| 7.60| 1.29|F8   |C18|30.01|V99| 2.67|FEPS| 1.06| 0.99| 0.96|5575| 0.76|-3.56
HD 128621              |      |      |       |         |                |14 39 35.08|-60 50 13.8|Field   |  1.4| 1.35| 2.15|K2   |G06|27.06|P03|36.20|P03 | 0.96| 0.87| 0.59|5243| 0.72|-6.30
HD 130307              |130307|      |       |QY Vir   |14471609+0242116|14 47 16.10|+02 42 11.6|Field   | 20.0| 7.76| 1.77|G8   |C18|28.05|V99|21.79|S00 | 0.83| 0.75| 0.30|4764| 0.68|-4.93
HD 131156 B            |      |      |       |         |                |14 51 23.05|+19 06 06.8|Field   |  6.7| 6.82| 2.73|K4   |B95|28.01|V99|11.94|D96 | 0.67| 0.58| 0.12|4158| 0.65|-4.54
HD 131156 A            |131156| 72659|       |         |                |14 51 23.09|+19 06 02.2|Field   |  6.7| 4.67| 1.77|G8   |B95|28.89|V99| 6.31|D96 | 0.96| 0.87| 0.60|5248| 0.72|-4.41
GJ 569A                |      |      |       |CE Boo   |14542923+1606039|14 54 29.24|+16 06 03.8|Field   |  9.7|10.20| 4.43|     |   |27.49|V99|13.68|K07 | 0.45| 0.38| 0.03|3732| 0.09|-4.62
HD 132173              |132173|      |       |         |14583052-2842340|14 58 30.52|-28 42 34.3|Field   | 49.0| 7.66| 1.42|G0   |C18|29.21|V99| 4.92|FEPS| 1.21| 1.20| 1.92|6044| 0.82|-4.61
                       |      |      |       |         |                |14 59 25.08|+36 18 32.1|Field   | 14.0|14.56| 5.18|     |   |27.70|V99| 4.17|H11 | 0.13| 0.14| 0.00|3039| 0.00|-3.21
                       |      |      |       |         |                |15 00 42.61|+35 05 16.9|Field   | 59.0|12.30| 3.38|     |   |29.17|V99| 5.66|H11 | 0.62| 0.53| 0.09|4015| 0.61|-3.35
HD 133295              |133295|      |       |         |15043307-2818005|15 04 33.08|-28 18 00.6|Field   | 34.0| 7.18| 1.42|G0/G1|C18|29.05|V99| 5.00|FEPS| 1.15| 1.10| 1.43|5837| 0.76|-4.64
HD 134319              |134319|      |       |IU Dra   |15054990+6402499|15 05 49.90|+64 02 50.0|Field   | 44.0| 8.40| 1.64|G5   |C18|29.27|V99| 4.43|FEPS| 1.03| 0.95| 0.83|5477| 0.72|-4.17
                       |      |      |       |         |                |15 07 23.83|+43 33 53.1|Field   | 14.0|13.48| 4.70|     |   |28.33|V99| 1.88|H11 | 0.17| 0.18| 0.00|3211| 0.00|-2.88
HD 135363              |135363|      |       |         |15075632+7612025|15 07 56.26|+76 12 02.7|Field   | 29.0| 8.72| 1.64|G5   |C18|30.14|V99| 1.90|FEPS| 0.82| 0.73| 0.27|4700| 0.68|-2.96
                       |      |      |       |         |                |15 10 39.11|+33 41 21.8|Field   | 25.0|11.06| 3.56|     |   |27.95|V99|13.91|H11 | 0.54| 0.45| 0.06|3862| 0.54|-4.38
LW Lup                 |      |      |       |LW Lup   |15182692-3738021|15 18 26.92|-37 38 02.1|Field   | 78.0|10.92| 2.41|     |   |30.41|V99| 2.98|W98 | 0.85| 0.76| 0.32|4808| 0.68|-3.16
                       |      |      |       |         |                |15 18 48.33|+43 54 50.2|Field   |185.0|14.25| 3.21|     |   |29.94|V99| 0.52|H11 | 0.69| 0.60| 0.13|4209| 0.65|-2.75
                       |      |      |       |         |                |15 19 21.26|+34 03 43.2|Field   | 13.0|15.00| 5.46|     |   |27.64|V99| 2.21|H11 | 0.12| 0.13| 0.00|2954| 0.00|-3.17
GJ 9520                |      |      |       |OT Ser   |15215291+2058394|15 21 52.93|+20 58 39.9|Field   | 11.0|10.16| 4.40|     |   |28.97|V99| 0.37|K07 | 0.51| 0.43| 0.05|3824| 0.54|-3.29
                       |      |      |       |         |                |15 22 58.88|+36 44 29.2|Field   | 50.0|12.77| 3.61|     |   |29.04|V99| 5.65|H11 | 0.51| 0.43| 0.05|3822| 0.54|-3.22
                       |      |      |       |         |                |15 27 48.48|+35 36 57.3|Field   | 75.0|13.80| 3.65|     |   |29.39|V99| 0.13|H11 | 0.49| 0.42| 0.04|3791| 0.54|-2.82
                       |      |      |       |         |                |15 27 51.07|+43 31 02.2|Field   | 27.0|13.36| 4.12|     |   |28.37|V99| 1.11|H11 | 0.28| 0.26| 0.01|3481| 0.00|-3.28
                       |      |      |       |         |                |15 32 37.37|+46 53 04.9|Field   |  8.5|12.14| 4.62|     |   |27.86|V99|10.54|H11 | 0.18| 0.19| 0.00|3243| 0.00|-3.42
                       |      |      |       |         |                |15 36 50.38|+37 34 49.6|Field   | 58.0|11.22| 3.62|     |   |29.82|V99| 4.61|H11 | 0.81| 0.73| 0.26|4680| 0.68|-3.18
                       |      |      |       |         |                |15 46 23.17|+44 03 14.9|Field   | 47.0|11.79| 3.37|     |   |29.31|V99| 6.46|H11 | 0.62| 0.53| 0.09|4029| 0.61|-3.22
HD 141004              |141004| 77257|       |         |15462661+0721109|15 46 26.61|+07 21 11.1|Field   | 12.0| 4.42| 1.42|G0   |B95|27.67|V99|25.80|D96 | 1.24| 1.24| 2.21|6131| 0.82|-6.20
                       |      |      |       |         |                |15 47 27.44|+45 07 51.2|Field   |  8.0|13.37| 5.16|     |   |26.92|V99| 3.54|H11 | 0.13| 0.14| 0.00|3047| 0.00|-4.00
HD 141272              |141272|      |NN3917 |V0382 Ser|15480945+0134183|15 48 09.46|+01 34 18.3|Field   | 21.0| 7.44| 1.77|G8   |C18|28.84|V99|14.05|S00 | 0.92| 0.83| 0.47|5089| 0.70|-4.34
                       |      |      |       |         |                |15 51 21.91|+35 40 24.5|Field   |125.0|12.98| 3.01|     |   |29.90|V99| 2.11|H11 | 0.73| 0.65| 0.17|4362| 0.65|-2.91
                       |      |      |       |         |                |15 53 04.85|+44 57 44.6|Field   | 14.0|14.27| 5.03|     |   |28.33|V99| 0.10|H11 | 0.14| 0.15| 0.00|3090| 0.00|-2.66
HD 142361              |      |      |       |         |                |15 54 59.86|-23 47 18.2|Field   | 48.0| 8.96| 1.93|     |   |30.71|V99| 1.06|FEPS| 0.97| 0.89| 0.62|5284| 0.72|-3.35
                       |      |      |       |         |                |15 56 58.24|+37 38 13.8|Field   | 12.0|13.33| 4.75|     |   |28.33|V99| 0.31|H11 | 0.16| 0.17| 0.00|3190| 0.00|-2.83
                       |      |      |       |         |                |16 03 51.74|+42 36 54.3|Field   | 90.0|12.72| 3.22|     |   |29.80|V99| 0.79|H11 | 0.69| 0.60| 0.12|4195| 0.65|-2.88
HD 145229              |145229|      |       |         |16092662+1134282|16 09 26.63|+11 34 28.1|Field   | 33.0| 7.45| 1.42|G0   |C18|28.95|V99| 8.40|FEPS| 1.09| 1.01| 1.06|5650| 0.76|-4.62
                       |      |      |       |         |                |16 15 59.40|+38 52 10.2|Field   | 30.0|11.81| 3.65|     |   |28.88|V99| 2.37|H11 | 0.49| 0.42| 0.04|3791| 0.54|-3.33
                       |      |      |       |         |                |16 18 24.92|+44 37 11.0|Field   | 15.0|14.87| 5.27|     |   |27.89|V99| 4.07|H11 | 0.12| 0.14| 0.00|3013| 0.00|-2.99
                       |      |      |       |         |                |16 24 14.83|+48 23 25.9|Field   | 27.0|14.02| 4.36|     |   |28.52|V99| 1.63|H11 | 0.23| 0.23| 0.01|3361| 0.00|-2.95
                       |      |      |       |         |                |16 24 31.40|+45 49 57.0|Field   | 16.0|14.65| 5.05|     |   |27.87|V99| 2.36|H11 | 0.13| 0.15| 0.00|3082| 0.00|-3.10
                       |      |      |       |         |                |16 27 37.56|+35 41 42.9|Field   | 13.0|13.52| 4.78|     |   |28.22|V99| 0.68|H11 | 0.16| 0.17| 0.00|3181| 0.00|-2.93
                       |      |      |       |         |                |16 31 59.00|+48 28 17.5|Field   | 38.0|14.71| 4.35|     |   |28.43|V99| 0.98|H11 | 0.23| 0.23| 0.01|3367| 0.00|-3.05
HD 149661              |149661| 81300|       |V2133 Oph|16362142-0219281|16 36 21.45|-02 19 28.5|Field   |  9.8| 5.77| 1.95|K0   |B95|28.16|V99|21.07|D96 | 0.93| 0.84| 0.49|5116| 0.70|-5.08
HD 150554              |150554|      |       |         |16405646+2156532|16 40 56.44|+21 56 53.3|Field   | 45.0| 7.67| 1.29|F8   |C18|28.58|V99|10.80|FEPS| 1.17| 1.13| 1.57|5900| 0.82|-5.15
                       |      |      |       |         |                |16 47 47.70|+29 30 50.4|Field   | 48.0|14.41| 4.05|     |   |28.79|V99| 0.22|H11 | 0.30| 0.28| 0.01|3524| 0.00|-2.92
                       |      |      |       |         |                |16 51 07.30|+28 36 01.0|Field   | 23.0|11.55| 3.74|     |   |28.70|V99|16.15|H11 | 0.44| 0.38| 0.03|3724| 0.09|-3.40
                       |      |      |       |         |                |16 52 56.77|+25 57 30.7|Field   | 27.0|13.92| 4.32|     |   |27.90|V99|20.22|H11 | 0.23| 0.23| 0.01|3379| 0.00|-3.59
HD 152391              |152391|      |       |V2292 Oph|16525877-0001356|16 52 58.80|-00 01 35.1|Field   | 17.0| 6.65| 1.71|G7   |B95|28.94|V99|11.43|D96 | 0.97| 0.88| 0.61|5266| 0.72|-4.40
HD 152555              |152555|      |       |         |16540815-0420248|16 54 08.14|-04 20 24.7|Field   | 48.0| 7.82| 1.42|G0   |C18|29.53|V99| 2.77|FEPS| 1.17| 1.13| 1.57|5899| 0.82|-4.19
                       |      |      |       |         |                |16 55 37.66|+29 06 25.2|Field   | 57.0|11.89| 3.27|     |   |28.54|V99| 7.79|H11 | 0.66| 0.57| 0.11|4128| 0.65|-4.08
GJ 2123A               |      |      |       |V0914 Sco|16564855-3905380|16 56 48.57|-39 05 38.1|Field   | 16.0|11.18| 4.69|     |   |29.53|V99| 0.32|K07 | 0.50| 0.42| 0.04|3802| 0.54|-2.69
                       |      |      |       |         |                |16 57 27.32|+32 04 42.1|Field   |144.0|14.76| 3.53|     |   |29.51|V99| 3.13|H11 | 0.55| 0.46| 0.06|3883| 0.54|-2.85
                       |      |      |       |         |                |17 03 52.83|+32 11 45.6|Field   |  6.2|11.83| 4.75|     |   |27.94|V99|14.54|H11 | 0.16| 0.17| 0.00|3191| 0.00|-3.23
                       |      |      |       |         |                |17 04 06.82|+39 05 07.7|Field   | 41.0|13.60| 3.94|     |   |28.54|V99| 2.32|H11 | 0.34| 0.31| 0.02|3589| 0.00|-3.31
HD 154417              |154417|      |654.1  |V2213 Oph|17051682+0042090|17 05 16.82|+00 42 09.2|Field   | 20.0| 6.00| 1.34|F9   |C18|28.82|V99| 7.80|FEPS| 1.16| 1.12| 1.52|5878| 0.82|-4.95
                       |      |      |       |         |                |17 08 07.11|+48 29 26.8|Field   | 14.0|13.70| 4.76|     |   |27.72|V99| 1.75|H11 | 0.16| 0.17| 0.00|3187| 0.00|-3.44
                       |      |      |       |         |                |17 10 44.52|+27 27 43.9|Field   | 28.0|13.90| 4.28|     |   |28.29|V99| 0.67|H11 | 0.24| 0.24| 0.01|3399| 0.00|-3.23
HD 155886              |155886|      |663B   |         |17152095-2636064|17 15 20.85|-26 36 09.0|Field   |  5.9| 5.08| 1.95|K0   |B95|27.98|V99|20.69|D96 | 0.86| 0.77| 0.34|4856| 0.70|-5.02
HD 155885              |155885| 84405|663B   |         |                |17 15 20.98|-26 36 10.2|Field   |  6.0| 4.33| 2.03|K1   |B95|27.98|V99|21.11|D96 | 1.00| 0.92| 0.71|5391| 0.72|-5.04
HD 156026              |      |      |       |         |17161340-2632444|17 16 13.36|-26 32 46.1|Field   |  6.0| 6.33| 2.83|K5   |G06|27.50|P03|18.00|P03 | 0.72| 0.63| 0.15|4319| 0.65|-5.28
                       |      |      |       |         |                |17 18 00.21|+33 58 06.6|Field   |192.0|14.26| 3.18|     |   |29.95|V99| 1.09|H11 | 0.70| 0.61| 0.13|4238| 0.65|-2.76
GJ 669A                |      |      |       |V0647 Her|17195422+2630030|17 19 54.20|+26 30 03.1|Field   | 12.0|11.42| 5.00|     |   |28.89|V99|19.81|N07 | 0.39| 0.35| 0.02|3660| 0.09|-3.12
                       |      |      |       |         |                |17 21 27.69|+30 28 53.1|Field   |120.0|12.37| 2.72|     |   |29.58|V99| 3.04|H11 | 0.79| 0.70| 0.22|4565| 0.68|-3.35
                       |      |      |       |         |                |17 24 28.29|+40 20 55.9|Field   | 69.0|13.13| 3.53|     |   |29.17|V99| 1.81|H11 | 0.55| 0.47| 0.06|3887| 0.61|-3.19
GJ 673                 |157881|      |673    |         |17254521+0206406|17 25 45.23|+02 06 41.1|Field   |  7.7| 7.54| 3.40|     |   |27.64|P03|11.94|P03 | 0.68| 0.59| 0.12|4174| 0.65|-5.02
                       |      |      |       |         |                |17 27 19.51|+27 09 01.0|Field   | 18.0|13.45| 4.48|     |   |28.07|V99| 5.34|H11 | 0.20| 0.21| 0.01|3305| 0.00|-3.32
GJ 674                 |      |      |       |         |17283991-4653424|17 28 39.95|-46 53 42.7|Field   |  4.5| 9.36| 4.50|     |   |27.61|V99|33.29|K07 | 0.33| 0.30| 0.02|3570| 0.00|-4.21
                       |      |      |       |         |                |17 30 03.47|+29 30 11.7|Field   | 17.0|14.17| 4.79|     |   |27.93|V99| 1.67|H11 | 0.16| 0.17| 0.00|3177| 0.00|-3.21
                       |      |      |       |         |                |17 30 26.73|+33 44 52.3|Field   |  9.5|13.72| 5.14|     |   |26.98|V99|19.84|H11 | 0.13| 0.14| 0.00|3053| 0.00|-3.94
GJ 685                 |      |      |685    |         |17353445+6140540|17 35 34.48|+61 40 53.6|Field   | 14.0| 9.90| 3.83|     |   |27.40|P03|18.60|P03 | 0.55| 0.47| 0.06|3891| 0.61|-4.97
                       |      |      |       |         |                |17 36 59.26|+48 59 46.0|Field   | 14.0|13.23| 4.61|     |   |28.33|V99| 2.61|H11 | 0.18| 0.19| 0.01|3249| 0.00|-2.96
                       |      |      |       |         |                |17 37 35.66|+46 39 23.3|Field   |155.0|13.76| 3.16|     |   |29.13|V99| 3.32|H11 | 0.70| 0.61| 0.14|4249| 0.65|-3.59
                       |      |      |       |         |                |17 38 00.78|+33 29 45.7|Field   | 28.0|11.27| 3.56|     |   |28.66|V99|12.09|H11 | 0.53| 0.45| 0.05|3860| 0.54|-3.66
HD 160346              |160346|      |688    |         |17391691+0333190|17 39 16.92|+03 33 18.9|Field   | 11.0| 6.53| 2.41|K3   |B95|27.48|V99|36.40|D96 | 0.86| 0.77| 0.35|4862| 0.70|-5.59
                       |      |      |       |         |                |17 41 57.64|+47 53 54.3|Field   | 18.0|14.54| 4.93|     |   |27.74|V99|32.23|H11 | 0.14| 0.16| 0.00|3126| 0.00|-3.32
                       |      |      |       |         |                |17 44 08.34|+47 34 40.3|Field   | 22.0|14.31| 4.67|     |   |27.92|V99| 4.45|H11 | 0.17| 0.19| 0.00|3225| 0.00|-3.32
                       |      |      |       |         |                |17 53 38.58|+29 12 26.3|Field   | 47.0|13.03| 3.71|     |   |28.70|V99| 3.62|H11 | 0.45| 0.39| 0.03|3742| 0.54|-3.43
                       |      |      |       |         |                |17 54 17.85|+33 02 19.1|Field   | 13.0|14.69| 5.33|     |   |27.69|V99| 0.69|H11 | 0.12| 0.14| 0.00|2992| 0.00|-3.17
                       |      |      |       |         |                |17 54 33.70|+36 53 54.0|Field   | 30.0|11.71| 3.63|     |   |28.53|V99| 1.31|H11 | 0.50| 0.42| 0.04|3806| 0.54|-3.70
HD 163621              |163621|      |       |V0835 Her|17552468+3611197|17 55 24.68|+36 11 19.9|Field   | 31.0| 7.92| 1.64|G5   |C18|30.24|V99| 3.20|S00 | 0.97| 0.89| 0.63|5287| 0.72|-3.05
                       |      |      |       |         |                |17 55 38.67|+48 57 41.4|Field   | 18.0|14.32| 4.82|     |   |28.02|V99| 2.24|H11 | 0.15| 0.17| 0.00|3165| 0.00|-3.11
                       |      |      |       |         |                |17 55 50.04|+33 25 14.6|Field   | 25.0|10.16| 3.02|     |   |28.01|V99| 9.72|H11 | 0.63| 0.54| 0.09|4047| 0.61|-4.54
                       |      |      |       |         |                |17 57 49.34|+47 16 28.5|Field   | 89.0|14.48| 3.73|     |   |28.68|V99| 5.45|H11 | 0.44| 0.38| 0.03|3729| 0.09|-3.42
                       |      |      |       |         |                |17 57 50.96|+46 35 18.2|Field   | 14.0|11.78| 4.78|     |   |27.50|V99|31.64|H11 | 0.37| 0.33| 0.02|3627| 0.09|-4.41
                       |      |      |       |         |                |18 01 02.03|+30 07 39.4|Field   | 38.0|14.32| 4.19|     |   |28.61|V99| 5.69|H11 | 0.26| 0.25| 0.01|3446| 0.00|-2.97
HD 165341              |      |      |       |         |18052735+0229585|18 05 27.29|+02 30 00.4|Field   |  5.1| 4.03| 1.95|K0   |H99|28.20|P03|19.70|P03 | 0.99| 0.90| 0.66|5335| 0.72|-5.21
                       |      |      |       |         |                |18 07 42.32|+43 44 41.9|Field   |243.0|14.97| 3.25|     |   |29.80|V99| 1.41|H11 | 0.67| 0.58| 0.12|4158| 0.65|-2.85
                       |      |      |       |         |                |18 08 44.22|+39 38 20.6|Field   | 61.0|12.94| 3.55|     |   |29.18|V99| 3.12|H11 | 0.54| 0.46| 0.06|3871| 0.54|-3.16
HD 166435              |166435|      |       |         |18092137+2957059|18 09 21.38|+29 57 06.2|Field   | 25.0| 6.84| 1.42|G0   |C18|29.44|V99| 3.80|Q01 | 1.09| 1.02| 1.08|5668| 0.76|-4.14
HD 166620              |166620|      |706    |         |18093745+3827288|18 09 37.42|+38 27 28.0|Field   | 11.0| 6.38| 2.15|K2   |B95|26.96|S04|42.40|D96 | 0.89| 0.79| 0.39|4958| 0.70|-6.18
                       |      |      |       |         |                |18 11 57.38|+40 17 23.0|Field   |113.0|12.69| 2.97|     |   |29.80|V99| 0.75|H11 | 0.74| 0.65| 0.17|4389| 0.65|-3.02
                       |      |      |       |         |                |18 13 13.39|+36 23 40.3|Field   | 30.0|13.95| 4.23|     |   |28.31|V99| 8.62|H11 | 0.25| 0.24| 0.01|3425| 0.00|-3.24
LHS 3376               |      |      |       |         |18185725+6611332|18 18 57.26|+66 11 33.2|Field   |  7.3|13.48| 5.53|     |   |27.30|P03| 0.22|P03 | 0.13| 0.14| 0.00|3053| 0.00|-3.62
HD 168603              |168603|      |       |V0590 Lyr|18190882+3313522|18 19 08.82|+33 13 52.6|Field   | 37.0| 8.28| 1.95|K0   |C18|28.82|V99| 4.83|S00 | 1.00| 0.91| 0.69|5371| 0.72|-4.52
                       |      |      |       |         |                |18 20 15.74|+44 35 54.3|Field   | 34.0|13.35| 3.98|     |   |28.61|V99| 6.65|H11 | 0.33| 0.30| 0.02|3564| 0.00|-3.19
                       |      |      |       |         |                |18 22 21.73|+37 09 08.8|Field   |111.0|13.26| 3.25|     |   |29.33|V99| 6.38|H11 | 0.67| 0.58| 0.12|4160| 0.65|-3.32
                       |      |      |       |         |                |18 24 49.37|+32 32 46.4|Field   |105.0|12.66| 3.04|     |   |29.58|V99| 6.80|H11 | 0.73| 0.64| 0.16|4344| 0.65|-3.21
HD 170778              |170778|      |       |         |18290394+4356215|18 29 03.93|+43 56 21.4|Field   | 37.0| 7.49| 1.64|G5   |C18|29.45|V99| 6.46|FEPS| 1.13| 1.07| 1.33|5788| 0.76|-4.19
                       |      |      |       |         |                |18 30 14.92|+31 54 56.0|Field   | 87.0|13.28| 3.42|     |   |29.17|V99| 1.79|H11 | 0.60| 0.51| 0.08|3977| 0.61|-3.31
HD 172649              |172649|      |       |         |18394211+3759351|18 39 42.12|+37 59 35.1|Field   | 47.0| 7.50| 1.08|F5   |C18|29.11|V99| 3.94|FEPS| 1.22| 1.21| 2.02|6073| 0.82|-4.74
                       |      |      |       |         |                |18 44 11.40|+48 14 11.9|Field   | 52.0|12.51| 3.52|     |   |28.86|V99|21.52|H11 | 0.55| 0.47| 0.06|3891| 0.61|-3.51
                       |      |      |       |         |                |18 47 51.95|+27 57 03.5|Field   | 83.0|12.06| 2.99|     |   |29.79|V99| 0.48|H11 | 0.73| 0.65| 0.17|4371| 0.65|-3.02
GJ 729                 |      |      |       |V1216 Sgr|18494929-2350101|18 49 49.36|-23 50 10.4|Field   |  3.0|10.95| 5.58|     |   |27.05|V99| 2.87|K07 | 0.16| 0.18| 0.00|3191| 0.00|-4.12
                       |      |      |       |         |                |18 57 49.97|+33 52 36.0|Field   |101.0|11.83| 2.62|     |   |29.22|V99| 0.44|H11 | 0.80| 0.72| 0.24|4641| 0.68|-3.75
                       |      |      |       |         |                |19 02 11.81|+37 01 38.8|Field   | 56.0|12.79| 3.55|     |   |28.75|V99| 7.08|H11 | 0.54| 0.46| 0.06|3868| 0.54|-3.58
                       |      |      |       |         |                |19 04 50.80|+39 09 45.0|Field   | 34.0|14.30| 4.26|     |   |28.38|V99| 1.96|H11 | 0.24| 0.24| 0.01|3407| 0.00|-3.15
HD 178428              |178428|      |       |         |19075730+1651130|19 07 57.32|+16 51 12.2|Field   | 21.0| 6.08| 1.62|G4   |B95|28.23|V99|22.00|B96 | 1.17| 1.13| 1.57|5901| 0.82|-5.51
HD 180161              |180161|      |       |MV Dra   |19121135+5740192|19 12 11.36|+57 40 19.1|Field   | 20.0| 7.04| 1.77|G8   |C18|28.67|V99| 5.49|S00 | 0.96| 0.88| 0.60|5255| 0.72|-4.61
                       |      |      |       |         |                |19 21 32.10|+42 30 52.1|Field   | 13.0|11.91| 4.15|     |   |28.06|V99|15.65|H11 | 0.27| 0.26| 0.01|3470| 0.00|-3.57
                       |      |      |       |         |                |19 51 09.31|+46 28 59.9|Field   |  6.4|12.97| 5.20|     |   |27.64|V99| 0.59|H11 | 0.13| 0.14| 0.00|3034| 0.00|-3.26
HD 187897              |187897|      |       |         |19520937+0727360|19 52 09.39|+07 27 36.2|Field   | 33.0| 7.14| 1.64|G5   |C18|28.69|V99|11.00|FEPS| 1.16| 1.11| 1.50|5868| 0.82|-5.01
